country,patent,title,claim,sections
US,"7,266,149",Transformation,43,"3.15, 3.53, 3.64, 3.75, 3.98, 3.127, 3.136, 7.3.2.2, 7.3.5, 7.4.2.2, 7.4.5, 8, 8.5.1, 8.5.3, 8.5.10, 8.5.11, Tables 7-11, 7-13"
US,"7,266,150",Weighted sample prediction,1,"3.8, 3.13, 3.77, 3.100, 3.122, 3.124, 3.140, 7.3.3.2, 8.2.4.2.3, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3"
US,"7,271,849",Pan scan ,10,"3.43, 8, Annex D, D.1.3, D.2.3"
US,"7,272,182",Luma motion vector prediction,8,"3.15, 3.49, 3.65, 3.66, 3.77, 3.100, 3.104, 6.4.10, 8.4.1, 8.4.1.3, 8.4.1.3.1, 9.3, 9.3.2, 9.3.3, 9.3.3.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.1.1, Fig. 6-14, 9-2, 9-3, Tables 9-34, 9-39"
US,"7,274,407",Pan scan ,10,"3.43, 7.4.2.1.1, 7.4.2.3.1, 8, Annex D, D.1, D.1.3, D.2.3"
US,"7,277,593",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Tables 8-16, 8-17"
US,"7,280,700",Motion vector prediction,9,"3.8, 3.43, 3.44, 3.138, 6.4.8, 7.3.3, 7.4.3, 8, 8.4.1.2, 8.4.1.2.2, 8.4.1.3.2, Fig. 6-12"
US,"7,283,071",CAVLC,1,"3.15, 3.77, 3.155, 7.3.5.3.1, 7.4.3, 7.4.4, 7.4.5, 7.4.5.3.1, 7.4.5.3.2, 8.5.1, 8.5.6, 8.5.11, 8.5.11.1, 9.2.2, 9.2.4, Fig. 8-8"
US,"7,286,189",Pan scan ,21,"3.43, 7.4.2.1.1, 8, D, D.1.3, D.2.3"
US,"7,286,710",CABAC,12,"3.14, 3.48, 3.49, 3.50, 3.53, 4, 6.2, 6.3, 6.4.7, 7.2, 7.3.2.2, 7.3.4, 7.3.5, 7.3.5.3.2, 7.4.2.2, 7.4.4, 9.3, 9.3.1.1, 9.3.3, 9.3.3.1, 9.3.3.1.1.2, 9.3.3.1.2, 9.3.3.2, 9.3.3.2.1, Figs. 6-8, 6-13, 9-1, 9-2, 9-11, Tables 9-30, 9-32"
US,"7,289,673",Coded block pattern,1,"3.24, 3.39, 3.41, 3.53, 3.59, 3.74, 3.75, 3.98, 3.102, 3.136, 5.1, 6.3, 7.1, 7.3.3, 7.3.5, 7.3.5.3, 7.4.3, 7.4.5, 8, Fig. 6-7, Tables 7-6, 7-10, 7-11, 7-13, 7-15"
US,"7,289,682",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,292,636",Inter prediction,1,"3.8, 3.14, 3.41, 3.72, 3.85, 3.104, 3.123, 3.124, 8, 8.2.1, 8.4, 8.4.1.2.1, 8.4.1.2.3, Table 8-6"
US,"7,292,657",Scanning pattern,1,"4, 7.3.4, 7.3.5.3, 7.4.2.1, 7.4.2.2, 7.4.4, 8, 8.5.5, 8.5.6, 9.2, 9.3, Figs. 8-8, 8-9, Tables 8-13, 8-14"
US,"7,298,303",CABAC,1,"3.138, 3.140, 6.3, 7.3.1, 7.3.3, 7.3.4, 7.3.5, 7.4.1, 7.4.3, 8.1, 8.2, 8.5.11, 8.5.11.1, 8.5.12, 8.5.12.1, 9.3, 9.3.1, 9.3.1.1, 9.3.3.2, 9.3.3.2.1.1, Figs. 6-7, 9-1, 9-2, 9-3, Tables 7-1, 9-11, 9-15 "
US,"7,305,035",CAVLC,1,"3.15, 3.53, 3.75, 3.153, 3.154,  8, 8.5.1, 8.5.5, 9.2, 9.2.2, 9.2.2.1, 9.2.4, Fig. 8-8, Table 9-6"
US,"7,305,134",CAVLC,1,"6.4.8.3, 6.4.8.4, 7.3.5.3.1, 7.4.5.3, 7.4.5.3.1, 8.5.1, 9.2, 9.2.1, Table 9-5"
US,"7,308,143",CAVLC,3,"6.4.8.3, 6.4.8.4, 7.3.5.3.1, 7.4.5.3, 7.4.5.3.1, 8.5.1, 9.2, 9.2.1, Table 9-5"
US,"7,308,144",CAVLC,"1, 2","6.4.8.3, 6.4.8.4, 7.3.5.3.1, 7.4.5.3, 7.4.5.3.1, 8.5.1, 9.2, 9.2.1, Table 9-5"
US,"7,308,149",CAVLC,2,"6.4.8.3, 6.4.8.4, 7.3.5.3.1, 7.4.5.3, 7.4.5.3.1, 8.5.1, 9.2, 9.2.1, Table 9-5"
US,"7,310,372",Luma motion vector prediction,14,"3.15, 3.49, 3.65, 3.66. 3.77, 3.100, 3.104, 6.4.10, 7.3.5.1, 7.3.5.2, 7.4.5.1, 7.4.5.2, 8.4.1, 8.4.1.3, 8.4.1.3.1, 9.3, 9.3.2, 9.3.3, 9.3.3.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 6-14, 9-2, 9-3, Tables 9-34, 9-39"
US,"7,310,374",Adaptive frame/field decoding,8,"3.14, 3.16, 3.27, 3.43, 3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.78, 3.81, 3,138, 3.153, 6.2, 6.3, 6.4.9, 7.3.4, 7.4.4, 7.4.5, 8, 8.4, 8.4.3, Figs. 6-8, 6-13, Table 7-10"
US,"7,310,375",Adaptive frame/field decoding,8,"3.14, 3.16, 3.27, 3.43, 3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.78, 3.81, 3.138, 3.153, 6.2, 6.3, 6.4.9, 7.3.4, 7.4.4, 7.4.5, 8, 8.3, 8.3.1.2, Figs. 6-8, 6-13, Table 7-10 "
US,"7,310,376",Adaptive frame/field decoding,14,"3.14, 3.16, 3.27, 3.43, 3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.78, 3.79, 3.80, 3.81, 3.115, 3.138, 3.153, 6.2, 6.3, 6.4.2, 6.4.9, 7.3.4, 7.4.4, 7.4.5, 8, Figs. 6-8, 6-13"
US,"7,310,377",Adaptive frame/field decoding,6,"3.14, 3.16, 3.27, 3.43, 3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.78, 3.81, 3.138, 3.153, 6.2, 6.3, 6.4.9, 7.3.4, 7.4.4, 8, 8.3, 8.3.1.2, 8.4, 8.4.3, Figs. 6-8, 6-13, Table 7-10"
US,"7,312,731",CAVLC,1,"3.15, 3.75, 3.153, 7.3.5.3.1, 7.4.3, 7.4.5, 7.4.5.3.1, 8.5.1, 8.5.5, 8.5.10, 9.2, 9.2.2, 9.2.3, 9.2.4, Fig. 8-8, Table 9-10"
US,"7,319,415",Deblocking filtering,17,"3.24, 3.33, 3.41, 3.44, 3.78, 5.7, 8.7, 8.7.1, 8.7.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,321,995",NAL unit  ,1,"3.14, 3.20, 3.21, 3.89, 3.90, 3.116, 3.145, 3.146, 3.151, 6.2, 7.2, 7.3.1, 7.3.2.11, 7.3.5, 7.3.5.1, 7.4.1, 7.4.2.11, 8, B, B.1.1, B.1.2"
US,"7,324,593",Slice group map,1,"3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.81, 3.89, 3.104, 3.105, 3.138, 3.140, 3.160, 7.3.2.2, 7.3.2.9.3, 7.4.1, 7.4.2.1.1, 7.4.2.2, 7.4.2.9.3, 8.2, 8.2.2, 8.2.2.1, 8.2.2.2, 8.2.2.3, 8.2.2.4, 8.2.2.5, 8.2.2.6, 8.2.2.7, 8.2.2.8, 9"
US,"7,327,788",Deriving motion vectors,1,"8.4.1, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3"
US,"7,339,991",Direct mode,1,"3.14, 3.87, 3.106, 8.2.1, 8.4.1.2.3"
US,"7,340,102",Scaling and transformation,4,"7.3.2.1.1, 7.3.2.1.1.1, 7.4.2.1.1, 8, 8.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, 8.5, 8.5.11, 8.5.12, Tables 7-2 to 7-4"
US,"7,346,216",Decoded picture buffer ,6,"3.40, 3.64, 3.89, 3.123, 7.3.3.3, 7.4.1, 7.4.3.3, 8, C.2, C.2.3"
US,"7,352,812",Deblocking filtering,1,"8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.2, Fig. 8-11"
US,"7,359,569",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Tables 8-16, 8-17"
US,"7,362,807",Motion vector prediction,1,"3.15, 3.47, 3.75, 3.85, 3.102, 6.4.5, 6.4.8, 6.4.8.1, 7.4.5, 7.4.5.1, 8.4, 8.4.1, 8.4.1.1, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, 8.4.2, Fig. 6-14, Table 7-13"
US,"7,372,905",Deblocking filtering,2,"3.8, 3.15, 3.56, 3.65, 3.104, 3.123, 3.124, 3.125, 3.126, 3.156, 7.3.5, 7.4.5, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, Fig. 8-10, Table 7-10"
US,"7,379,607",Skipped macroblock,4,"3.41, 3.43, 3.55, 3.72, 3.77, 3.100, 3.104, 3.129, 3.137, 3.138, 7.1, 7.2, 7.3.4, 7.3.5, 7.4.2.2, 7.4.4, 7.4.5, 8, 8.4, 8.4.1.1, 8.4.1.3, 8.4.1.4, 8.4.2, Tables 7-11, 7-13"
US,"7,379,608",CABAC,12,"3.14, 3.48, 3.49, 3.50, 3.51, 3.53, 3.54, 3.55. 3.75, 3.76, 3.79, 3.158, 6.2, 6.3, 7.2, 7.3.2.2, 7.3.4, 7.3.5.3.2, 7.4.4, 7.4.5.3.2, 8.5.5, 9.3, 9.3.1.1, 9.3.2, 9.3.3.1, 9.3.3.1.3, 9.3.3.2, 9.3.3.2.1, Figs. 6-8, 8-8, 9-1, 9-2, Tables 9-11, 9-25, 9-33"
US,"7,386,048",Intra prediction modes,10,"6.4.10.4, 7.3.5.1, 7.4.5.1, 8.3, 8.3.1, 8.3.1.1, 8.3.1.2.1, 8.3.1.2.2, 8.3.1.2.3, 8.3.1.2.4, Table 8-2"
US,"7,388,526",CABAC,1,"3.136, 3.138, 6.3, 7.3.1, 7.3.3, 7.4.1, 8.1, 8.2, 9.3, 9.3.1, 9.3.1.1, 9.3.3.2, 9.3.3.2.1.1, Figs. 6-7, 9-1, 9-2, 9-3, Tables 7-1, 9-11"
US,"7,388,916",Slice group map,1,"7.3.2.2, 7.4.2.2, 8.2.2, 8.2.2.4, A.2.1 to A.2.7, Table 8-1"
US,"7,391,921",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,391,922",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,394,853",Motion vector prediction,1,"3.8, 3.15, 3.29, 3.43, 3.66, 3.87, 3.123, 6.4.10, 7.3.5, 7.3.5.2, 7.4.5.1, 7.4.5.2, 8.2.1.3, 8.4.1, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, Fig. 6-14"
US,"7,394,945",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,395,211",SEI message,1,"3.41, 3.44, 8, Annex D, D.1.21, D.2.21, Tables D-5, D-6"
US,"7,397,965",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-16"
US,"7,400,681",Motion vector prediction,1,"3.74, 3.75, 3.87, 3.122, 3.123, 3.124, 3.125, 3.126, 6.4.8, 8.2.4, 8.4, 8.4.1, 8.4.1.3, 8.4.1.3.1, Fig. 6-12"
US,"7,403,663",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5,  Fig. 6-7, Tables 7-6, 7-13"
US,"7,403,667",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,408,488",CABAC,1,"3.136, 3.138, 6.3, 7.3.3, 7.4.1, 8.1, 8.2, 9.3, 9.3.1, 9.3.1.1, 9.3.3.1, 9.3.3.2, 9.3.3.2.1.1 Figs. 6-7, 9-1, 9-3, Tables 7-1, 9-11"
US,"7,411,526",Scaling and transformation,1,"3.15, 3.77, 3.155, 7.3.5.3.1, 7.3.5.3.2, 7.4.3, 7.4.5, 7.4.5.3.1, 7.4.5.3.2, 8.5.1, 8.5.6, 8.5.11, 8.5.11.1, 9.2.2, 9.2.3, 9.2.4, Fig. 8-8, Table 9-10"
US,"7,421,025",Adaptive frame/field decoding,4,"3.14, 3.16, 3.17, 3.27, 3.43, 3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.78, 3.81, 3.138, 3.153, 3.154, 6.2, 6.3, 6.4.9, 7.3.4, 7.4.4, 6.3, 8, Figs. 6-8, 6-13"
US,"7,421,138",CABAC,16,"9.3, 9.3.1.1, 9.3.3.2.1.1, Annex A.2.1, C, G.9, G.9.3, G.10.1.1, Figs. 9-1, 9-3, C-2, Table 9-45"
US,"7,424,159",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, C, E, E.2.1,  Fig. 6-7, Tables 7-6, 7-13"
US,"7,433,525",Predictive reference picture selection,1,"6.3, 7.3.5, 7.3.5.1, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5,  Fig. 6-7, Tables 7-6, 7-13"
US,"7,437,015",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,440,627",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, C, E, E.2.1,  Fig. 6-7, Tables 7-6, 7-13"
US,"7,447,367",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5,  Fig. 6-7, Tables 7-6, 7-13"
US,"7,454,669",NAL unit  ,15,"3.1, 3.14, 3.20, 3.21, 3.89, 3.90, 3.116, 3.145, 3.146, 3.151, 6.1, 6.2, 7.2, 7.3.1, 7.3.2.11, 7.3.5, 7.3.5.1, 7.4.1, 8, Annex B, B.1.1, B.1.2 "
US,"7,463,776",Predictive reference picture selection,1,"6.3, 7.3.5, 7.3.5.1, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5,  Fig. 6-7, Tables 7-6, 7-13"
US,"7,463,786",Deblocking filtering,1,"8.7, 8.7.1, 8.7.2, 8.7.2.2, 8.7.2.4, Figs. 8-10, 8-11, Table 8-16"
US,"7,464,305",NAL unit  ,1,"3.1, 3.14, 3.20, 3.21, 3.89, 3.90, 3.116, 3.145, 3.146, 3.151, 7.2, 7.3.1, 7.3.2.11, 7.3.5, 7.3.5.1, 7.3.5.3.2, 7.4.1, 6.1, 6.2, Annex B, B.1.1, B.1.2 "
US,"7,472,317",NAL unit  ,1,"3.14, 3.20, 3.21, 3.89, 3.90, 3.116, 3.145, 3.146, 3.151, 6.2, 7.2, 7.3.1, 7.3.2.11, 7.3.5, 7.3.5.1, 7.4.1, 8, Annex B, B.1.1, B.1.2"
US,"7,475,298",NAL unit  ,1,"3.14, 3.21, 3.87, 3.88, 3.114, 3.143, 3.144, 3.149, 6.2, 7.2, 7.3.1, 7.3.2.11, 7.3.5, 7.3.5.1, 7.4.1, Annex B"
US,"7,477,690",Adaptive frame/field decoding,8,"3.14, 3.16, 3.27, 3.43, 3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.78, 3.81, 3.137, 3.138, 3.153, 6.3, 6.4.9, 7.3.4, 7.4.4, 7.4.5, 8, 8.4.1, 8.4.1.1, Figs. 6-8, 6-13, Table 7-10 "
US,"7,486,832",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, C, E, E.2.1, Fig. 6-7, Tables 7-6, 7-13"
US,"7,487,410",NAL unit  ,1,"3.14, 3.20, 3.21, 3.89, 3.90, 3.116, 3.145, 3.146, 3.151, 6.2, 7.2, 7.3.1, 7.3.2.11, 7.3.5, 7.3.5.1, 7.4.1, 7.4.2.11, 8, Annex B, B.1.1, B.1.2"
US,"7,492,952",Weighted sample prediction,1,"3.8, 3.15, 3.49, 3.65, 3.66, 3.75, 3.77, 3.87, 3.104, 3.106, 3.123, 3.129, 3.138, 3.147, 7.3.2.2, 7.3.3, 7.3.3.1, 7.3.5, 7.3.5.1, 7.3.5.2.2, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.3.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4, Table 7-7"
US,"7,492,959",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,492,960",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,492,961",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.3, and Figs. 8‑10, 8‑11"
US,"7,496,143",CABAC,5,"3.15, 3.155, 3.161, 7.2, 7.3.4, 7.3.5, 7.3.5.3.3, 7.4.2.2, 7.4.5.3.3, 9.3, 9.3.2, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.3, 9.3.3.1, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.3, A.2.1, A.2.3, Figs. 9-1, 9-2, 9-3, 9-5, Table 9-34"
US,"7,496,239",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.4, Figs. 8-10, 8-11"
US,"7,499,598",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.3, Figs. 8-10, 8-11"
US,"7,505,485",NAL unit ,12,"3.14, 3.21, 3.41, 3.43, 3.47, 3.89, 3.145, 6.1, 7.3.1, 7.4.1, 8, B, B.1.1, B.1.2, B.2"
US,"7,505,518",Slice header ,1,"3.27, 3.39, 3.40, 3.43, 7.3.3, 7.3.3.3, 7.4.3, 7.4.3.3, 8, 8.2.5.1, 8.2.5.4, 8.2.5.4.4.1, Annex C.2.3, and Table 7-9"
US,"7,515,635",Inter prediction,1,"3.15, 3.49, 3.65, 3.66, 3.75, 3.77, 3.100, 3.104, 3.123, 3.124, 3.125, 3.129, 3.138, 3.142, 3.147, 7.3.2.2, 7.3.3, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.5.1, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.5.1"
US,"7,518,537",CABAC,1,"3.138, 3.140, 6.3, 7.3.1, 7.3.3, 7.4.1, 8.1, 8.2, 9.3, 9.3.1, 9.3.1.1, 9.3.1.2, 9.3.3.2, 9.3.3.2.1.1, Figs. 6-7, 9-1, 9-2, 9-3, Tables 7-1, 9-11"
US,"7,526,026",Reference picture selection,1,"3.39, 3.41, 3.43, 3.61, 3.64, 3.65, 3.66, 3.68, 3.69, 3.123, 7.3.1, 7.4.1, 7.4.2.4, 7.4.3, 8.2.5.1, Table 7-1, 7-5, 7-6"
US,"7,542,510",Weighted sample prediction,1,"3.8, 3.43, 3.66, 3.123, 8.2.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4"
US,"7,548,584",Direct mode,1,"3.8, 3.14, 3.43, 3.74, 3.87, 3.106, 3.125, 3.126, 8, 8.2.1, 8.4, 8.4.1.2.1, 8.4.1.2.3, Table 8-6,"
US,"7,551,674",Direct mode,1,"3.8, 3.14, 3.43, 3.74, 3.87, 3.106, 3.125, 3.126, 8, 8.21, 8.4, 8.4.1.2.1, 8.4.1.2.3, Table 8-6"
US,"7,558,321",Luma motion vector prediction,1,"3.72, 3.102, 3.104, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Table 8-6"
US,"7,561,623",Deblocking filtering,1,"8, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.3, Table 8-17"
US,"7,570,691",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Table 8-6"
US,"7,577,303",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, Fig. 6-7, Tables 7-6, 7-10, 7-11, 7-13"
US,"7,577,304",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, Annex C, E, E.2.1, Fig. 6-7, Tables 7-6, 7-10, 7-11, 7-13"
US,"7,577,305",Intra prediction,14,"3.15, 3.39, 3.41, 3.43, 3.68, 3.69, 6.4.10.4, 8, 8.3.1, 8.3.1.1, 8.3.1.2, 8.3.1.2.1, 8.3.1.2.2, Fig. 8-1, Table 8-2"
US,"7,580,459",Reference picture selection,1,"3.59, 3.61, 3.64, 3.65, 3.66, 3.68, 3.69, 3.123, 3.136, 7.3.1, 7.4.1, 7.4.2.4, 7.4.3, 8.2.5.1, Tables 7-1, 7-5, 7-6"
US,"7,580,583",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, Fig. 6-7, Tables 7-6, 7-10, 7-11, 7-13"
US,"7,583,731",Deblocking filtering,1,"3.14, 3.27, 3.39, 3.40, 3.61, 3.100, 3.110, 3.138, 3.140, 7.4.5, 8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.3, 8.7.2.4, Fig. 8-10, Tables 7-10, 8-17 "
US,"7,586,924",NAL unit,1,"3.1, 3.14, 3.30, 3.31, 3.89, 3.90, 3.138, 3.160, 6.2, 7.4.1, 7.4.1.2.3, 7.4.1.2.4, G.3.4, G.3.6, G.3.11, G.3.30, G.3.31, G.3.55, G.3.60, G.3.61, G.7.4.1.2.3, G.7.4.1.2.4, Fig 7-1, Table 7-1"
US,"7,587,090",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.4, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, Fig. 6-7, Tables 7-6, 7-10, 7-11, 7-13"
US,"7,593,466",HRD parameters,1,"3.14, 3.28, 3.43, 3.48, 3.49, 8, Annex C, C.3, E, E.1.1, E.2.1, E.2.2, Figs. C-1, C-2"
US,"7,596,178",Decoded picture buffer,6,"3.14, 3.28, 3.40, 3.43, 3.49, 3.59, 8, Annex C, C.1.2, C.2.2, D.1.1, D.1.2, D.2, D.2.2, Fig. C-2 "
US,"7,599,435",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.3.4, 7.4.4, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.1, 9.3.3.2, Fig. 6-8, Table 6-4"
US,"7,599,437",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, Table 7-14 "
US,"7,599,571",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.3, 8.7.2.4, and Figs. 8-10, 8-11"
US,"7,606,307",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Table 8-6"
US,"7,609,767",Weighted sample prediction,33,"3.14, 3.27, 3.41, 3.43, 3.72, 3.105, 3.138, 3.142, 7.3.2.2, 7.3.3, 7.3.3.2, 7.4.2.2, 7.4.3.2, 8, 8.4, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, Annex: A.2.1"
US,"7,613,240",Deblocking filtering,2,"1, 8, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Table 8-17, Fig. 8-11 "
US,"7,613,241",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, Fig. 8-10, 8-11"
US,"7,616,691",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1"
US,"7,616,831",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.3, 8.7.2.4, and Figs. 8-10, 8-11"
US,"7,616,832",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-16"
US,"7,616,833",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, and Table 8-16"
US,"7,620,110",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, Fig. 8-10, 8-11"
US,"7,620,262",Deblocking filtering,1,"8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, and Table 8-16"
US,"7,627,035",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Table 8-6"
US,"7,630,435",Scaling and transformation,1,"3.113, 3.132, 7.4.3, 7.4.5, 8.5.8, 8.5.12, 8.5.12.1"
US,"7,630,437",Deblocking filtering,1,"8, 8.5, 8.5.1, 8.5.11, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.3, Table 8-17"
US,"7,633,551",SEI message  ,8,"3.43, 7.4.1.2.3, 8, Annex D, D.1, D.1.2, D.2.2, Fig. 7-1"
US,"7,634,007",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Table 8-6 "
